,ETH,score,rank,collection_size,metadata_Earring,metadata_Background,metadata_Fur,metadata_Clothes,metadata_Mouth,metadata_Eyes,metadata_Hat
1856,85.0,0.9839156098079728,5063,10000,,,,,,,
1857,4.5,0.9314656792883648,6909,10000,,Orange,Black,Sailor Shirt,Dumbfounded,Zombie,Beanie
1858,125.0,0.9469525381644296,6353,10000,,Orange,Pink,Smoking Jacket,Bored Unshaven,Closed,Sushi Chef Headband
1859,105.8,0.9570732992231716,5994,10000,Silver Hoop,Yellow,Gray,,Phoneme Wah,Bored,Beanie
1860,71.0,0.9263797490525774,7070,10000,,,,,,,
1861,77.5,0.8517933234077791,9078,10000,,Orange,Golden Brown,Bayc T Black,Bored,Bored,Irish Boho
1862,157.69,1.0863072430697212,2280,10000,,Orange,Pink,Hawaiian,Bored Unshaven Pipe,Sad,Bunny Ears
1863,74.69,1.1271066595740686,1538,10000,Silver Stud,Aquamarine,Pink,Sleeveless T,Dumbfounded,Sleepy,Cowboy Hat
1864,149.0,1.12964800826371,1505,10000,,New Punk Blue,Cheetah,Prison Jumpsuit,Grin Multicolored,Robot,Spinner Hat
1865,88.888,0.8688261933730629,8736,10000,,Army Green,Golden Brown,Guayabera,Bored Unshaven,Bored,Irish Boho
1866,42.7,0.9900721755382862,4842,10000,,Blue,Brown,Blue Dress,Phoneme Vuh,Sleepy,Short Mohawk
1867,1.31,0.9105137174703593,7591,10000,,Purple,Cream,Bone Necklace,Bored,Bloodshot,Sushi Chef Headband
1868,120.0,0.9335433830186284,6836,10000,Silver Hoop,Yellow,Blue,Biker Vest,Bored Unshaven,Wide Eyed,
1869,60.0,0.8026177423330338,9748,10000,,Orange,White,Black T,Bored Unshaven,Bored,
1870,54.88,1.0036409659428605,4391,10000,,New Punk Blue,Black,Prom Dress,Dumbfounded,Eyepatch,Fez
1871,0.65,0.9628196253226452,5789,10000,,New Punk Blue,Red,Hip Hop,Bored Cigarette,Closed,Beanie
1873,78.5,1.1524801049406184,1174,10000,Silver Stud,Army Green,Golden Brown,Bayc T Black,Dumbfounded,3d,Bowler
1874,1.4,0.9738172473193863,5432,10000,,Orange,Brown,Leather Punk Jacket,Bored,Blindfold,Ww2 Pilot Helm
1875,0.64,0.9826338596782288,5110,10000,,Blue,Cream,Bandolier,Dumbfounded,Sleepy,Commie Hat
1876,1.4,0.9924789953457148,4779,10000,Silver Stud,Blue,Cheetah,,Tongue Out,Bored,Short Mohawk
1877,50.0,0.976757376685996,5321,10000,,,,,,,
1878,66.99,0.904933801897508,7769,10000,,Blue,Dark Brown,Black T,Grin,Wide Eyed,Commie Hat
1879,0.833,0.8286488532913835,9468,10000,,Purple,Brown,Bone Necklace,Bored Unshaven,3d,
1880,1.6999,0.8305522828567354,9437,10000,Gold Hoop,Aquamarine,Tan,,Bored Unshaven,Bored,
1881,127.94,1.2215927051864388,498,10000,Silver Stud,Purple,Gray,Sleeveless Logo T,Phoneme L,Closed,Vietnam Era Helmet
1882,3.5,1.0847545055161731,2314,10000,,,,,,,
1883,1.649,0.7472409156355017,9963,10000,,Army Green,Dark Brown,,Bored,Closed,Beanie
1884,119.0,1.2327810283144502,406,10000,Silver Hoop,Purple,Dark Brown,Prom Dress,Small Grin,Sleepy,Laurel Wreath
1889,85.0,1.1541218207287445,1154,10000,Gold Stud,Army Green,Pink,Sleeveless T,Grin,Bloodshot,Horns
1890,80.73,0.8530277264659977,9054,10000,,Orange,Gray,Sleeveless T,Bored,Bored,Army Hat
1891,60.0,1.0280103010004344,3652,10000,,New Punk Blue,Brown,Toga,Phoneme Wah,3d,Bayc Hat Black
1896,60.7,1.055343601211402,2948,10000,,,,,,,
1902,4.5,0.9306803194575092,6939,10000,,New Punk Blue,Cheetah,Striped Tee,Phoneme Vuh,Wide Eyed,
1903,50.0,1.0801974995934869,2408,10000,,Orange,Robot,Bone Necklace,Small Grin,Coins,Horns
1908,104.99,0.9269317967142972,7052,10000,,Purple,Golden Brown,Tie Dye,Bored,Sunglasses,Fez
1909,169.0,1.0319223080135884,3547,10000,Gold Hoop,Orange,Dark Brown,Bayc T Red,Bored,Bored,Bowler
1910,96.0,1.0573493495496125,2907,10000,,Army Green,Death Bot,Striped Tee,Jovial,Crazy,Halo
1912,0.39,0.9976400164114246,4581,10000,,Blue,Cheetah,Sailor Shirt,Bored Cigarette,Coins,Bayc Hat Black
1913,6.5,0.9921178776473456,4789,10000,,Orange,Dark Brown,Leather Punk Jacket,Grin Gold Grill,Coins,
1916,0.3333,0.8537523308204662,9042,10000,,Army Green,Gray,,Bored Unshaven,Closed,Army Hat
1917,8.25,1.0256521748590586,3730,10000,,Gray,Death Bot,Hawaiian,Bored,Hypnotized,Vietnam Era Helmet
1918,0.3333,0.8616086840507903,8904,10000,,Orange,Brown,Tie Dye,Phoneme Vuh,Bored,
1919,71.0,0.9817096569959516,5155,10000,,,,,,,
1920,5.0,1.1667220487798633,1008,10000,Gold Hoop,Army Green,Cream,Biker Vest,Phoneme Oh,Bored,Vietnam Era Helmet
1921,175.0,0.9306487606059112,6940,10000,,,,,,,
1922,48.99,1.0626777762686512,2787,10000,,,,,,,
1923,1.5,0.9587709375652672,5939,10000,Silver Stud,Blue,Golden Brown,Prom Dress,Bored,Heart,
1925,43.0,0.8332944753219048,9391,10000,,Blue,Black,Bayc T Black,Bored Unshaven,3d,
1926,196.69,1.3596796465664711,35,10000,Cross,Army Green,Dmt,Sailor Shirt,Dumbfounded,Heart,Bandana Blue
1927,130.0,0.9403272973313432,6606,10000,,Purple,Red,Leather Punk Jacket,Bored,Bloodshot,Sushi Chef Headband
1928,8.5,0.9140534953846412,7493,10000,,New Punk Blue,Dark Brown,,Bored Cigarette,Scumbag,
1929,57.7,1.0343475490985836,3479,10000,,Gray,Tan,Sailor Shirt,Bored Pipe,Bloodshot,S&m Hat
1930,3.88,0.9545733599405546,6089,10000,,Yellow,Brown,Guayabera,Grin,Heart,Vietnam Era Helmet
1931,117.69,0.7798711562357931,9882,10000,,Orange,Cream,Smoking Jacket,Bored,Bored,
1932,3.95,0.8785139660703389,8509,10000,,Gray,Pink,Striped Tee,Bored,Bloodshot,S&m Hat
1933,1.65,0.8513577822876378,9088,10000,,Yellow,Red,,Bored Unshaven,Bloodshot,Bowler
1934,0.65,0.957153480256008,5990,10000,Silver Hoop,New Punk Blue,Gray,,Grin Gold Grill,Bored,
1935,37.0,1.1615696261923822,1072,10000,Silver Hoop,New Punk Blue,Zombie,Bandolier,Bored Unshaven,Closed,Stuntman Helmet
1936,85.0,1.2558689071511862,283,10000,,,,,,,
1937,3.33,1.0340636725404104,3487,10000,,Gray,Black,Black T,Phoneme Vuh,Blindfold,Police Motorcycle Helmet
1938,1.157625,1.1356068433749924,1410,10000,,Blue,Trippy,Leather Punk Jacket,Bored Cigarette,Scumbag,Short Mohawk
1939,15.0,0.9203499231568386,7264,10000,,New Punk Blue,Black,,Bored Unshaven Cigar,Bored,
1940,4.9,0.9667431527982576,5669,10000,,Yellow,Black,Tanktop,Phoneme Wah,Bored,Bunny Ears
1941,2.0,0.913445680991188,7508,10000,,Yellow,Tan,Stunt Jacket,Grin,Bored,Halo
1942,1.4,1.3591537784805716,36,10000,,,,,,,
1943,2.4,0.9976409468365594,4580,10000,,Army Green,Brown,Space Suit,Bored Unshaven,Hypnotized,Safari
1944,103.5,0.9438676546411467,6467,10000,,Gray,Gray,,Bored Unshaven Cigarette,Angry,Short Mohawk
1945,65.0,0.8789654247907753,8497,10000,,Yellow,Cream,Stunt Jacket,Bored,Bored,Bunny Ears
1947,0.4,1.00542641701663,4331,10000,,,,,,,
1948,16.0,1.0180891959435814,3941,10000,Gold Hoop,Army Green,Blue,Guayabera,Discomfort,Bored,
1949,68.2469,0.9723651151721872,5487,10000,,Gray,Red,Puffy Vest,Phoneme Vuh,Bored,Horns
1950,2.4,1.1580823927400772,1112,10000,Silver Stud,Purple,Brown,Tuxedo Tee,Tongue Out,3d,Army Hat
1951,74.0,0.8936117061358775,8112,10000,,Gray,Brown,Smoking Jacket,Bored,Heart,Bowler
1952,1.5,1.0961639189794594,2069,10000,Diamond Stud,Orange,Robot,,Dumbfounded,Holographic,
1953,44.9,1.1997271633901538,677,10000,Gold Stud,Blue,Cream,Toga,Jovial,Bloodshot,Horns
1954,8.0,1.1656111132099458,1020,10000,,Blue,Golden Brown,Hip Hop,Bored Unshaven Bubblegum,Heart,Faux Hawk
1955,104.0,1.11936239538952,1652,10000,,,,,,,
1956,70.0,1.0581203504942749,2892,10000,,Yellow,Brown,Bandolier,Bored Kazoo,Holographic,
1957,140.0,1.0265449004259846,3702,10000,,,,,,,
1958,74.0,0.8755824625633662,8592,10000,Silver Hoop,Yellow,Brown,Bone Necklace,Bored Unshaven,Sleepy,
1959,2.12,1.046859577911335,3147,10000,Gold Hoop,Gray,Dark Brown,Leather Jacket,Bored,Bloodshot,Army Hat
1960,85.5,0.8717484914661636,8673,10000,,Yellow,Tan,Sailor Shirt,Bored Unshaven,Eyepatch,
1961,7.5,0.8600601861427328,8930,10000,,Orange,Brown,Sailor Shirt,Bored Unshaven,Wide Eyed,Fez
1962,154.2,1.0953382991972214,2093,10000,Silver Hoop,Yellow,Golden Brown,Space Suit,Grin Multicolored,3d,
1963,66.99,0.90166917628426,7892,10000,,Yellow,Cream,Leather Jacket,Grin,Sad,
1964,55.0,0.9592521958192768,5929,10000,,Aquamarine,Blue,,Bored Cigarette,Blindfold,Vietnam Era Helmet
1965,77.0,0.94883380388853,6287,10000,,Army Green,Dark Brown,Navy Striped Tee,Bored Cigarette,Sad,Prussian Helmet
1966,90.0,1.0993632359962278,1995,10000,Gold Stud,Aquamarine,Black,Wool Turtleneck,Bored,Sunglasses,S&m Hat
1967,74.5,1.0379654539015306,3378,10000,,Army Green,Gray,Work Vest,Phoneme Vuh,Crazy,Halo
1968,8.0,1.1168506920828087,1685,10000,,,,,,,
1969,0.314,0.8987398977957649,7969,10000,,Blue,Dark Brown,Tuxedo Tee,Bored,Eyepatch,Horns
1970,92.0,1.1356443068614692,1409,10000,,Gray,Robot,Stunt Jacket,Bored Cigarette,Holographic,Prussian Helmet
1971,165.0,1.2009264962898478,667,10000,,,,,,,
1972,18.375,0.8271050292891653,9493,10000,,Aquamarine,Dark Brown,,Dumbfounded,Bored,
1973,0.42,1.044369980901651,3210,10000,,New Punk Blue,Brown,Stunt Jacket,Tongue Out,Scumbag,Short Mohawk
1974,94.0,0.8481418045170763,9150,10000,,New Punk Blue,Dark Brown,Bone Tee,Bored,Closed,Halo
1975,124.5,1.032321482222767,3537,10000,,Gray,Gray,Leather Jacket,Rage,Sad,Halo
1976,90.0,1.0037410300112724,4387,10000,,Purple,Pink,Sleeveless Logo T,Phoneme Vuh,Bored,Safari
1978,2.975,0.9848402618935568,5024,10000,,,,,,,
1979,1.0,1.0549386317031777,2957,10000,Silver Hoop,Aquamarine,Dark Brown,Puffy Vest,Bored,Blindfold,Cowboy Hat
1980,2.0,1.0731919343894505,2534,10000,,Gray,Black,Bayc T Black,Discomfort,Hypnotized,Safari
1981,62.0,1.045917903253837,3166,10000,,,,,,,
1982,45.33307197110041,0.8447347633332314,9209,10000,,Blue,Gray,,Bored Unshaven,Bloodshot,Army Hat
1983,8.0,0.9401575793893144,6615,10000,,,,,,,
1984,138.5,0.9716596576470324,5516,10000,,Blue,Dark Brown,Stunt Jacket,Small Grin,Closed,Short Mohawk
1985,0.98,1.129338580882142,1510,10000,Silver Hoop,Yellow,Tan,Cowboy Shirt,Bored Unshaven,Robot,Fez
1986,99.0,0.8122597147981993,9665,10000,,,,,,,
1987,94.0,1.023749221081563,3774,10000,,Aquamarine,Golden Brown,Rainbow Suspenders,Dumbfounded,Zombie,Halo
1988,13.2,1.0553371488157186,2949,10000,,Orange,Brown,Black Holes T,Bored Pizza,Sunglasses,Beanie
1989,83.8,0.9648213177023924,5736,10000,,,,,,,
1990,48.0,0.9952306338400798,4672,10000,Gold Hoop,Army Green,Black,Service,Bored Unshaven,Scumbag,
1991,111.0,1.1732987514407596,950,10000,,,,,,,
1992,0.4,0.8654951541540188,8813,10000,,Yellow,Black,,Bored,Holographic,Army Hat
1993,0.9,0.9238366425207398,7149,10000,,New Punk Blue,Gray,Admirals Coat,Bored,Bored,Commie Hat
1994,85.0,1.08134670943937,2382,10000,,Yellow,Robot,Bone Necklace,Rage,Heart,Commie Hat
1995,20.0,1.231386216806236,415,10000,,Aquamarine,Robot,Cowboy Shirt,Bored Unshaven Pizza,Cyborg,
1996,115.69,0.9514181233621924,6204,10000,Silver Hoop,Aquamarine,Gray,,Bored,Sleepy,Party Hat 2
1997,2.0,0.8136382251467194,9646,10000,,Purple,Red,,Bored,Bored,Safari
1998,2.0,1.0384164851360966,3366,10000,,Blue,Golden Brown,Vietnam Jacket,Bored Cigarette,Cyborg,Commie Hat
1999,5.58,0.918101660672293,7341,10000,,Purple,Dark Brown,,Discomfort,Closed,Vietnam Era Helmet
